
UniqueId,FromPaperId,CitedPaperId,TimeStamp
20170810034636-001-01-75,2165467455,2105830880,2017-08-10 15:47:17
20170810034636-001-01-77,2165467455,776871969,2017-08-10 15:47:17
20170810034636-001-01-79,2165467455,2077584722,2017-08-10 15:47:17
20170810034636-001-01-81,2165467455,1575623867,2017-08-10 15:47:17
20170810034636-001-01-83,2165467455,1548727300,2017-08-10 15:47:17
20170810034636-001-01-85,2165467455,2337243780,2017-08-10 15:47:17
20170810034636-001-01-87,2165467455,2007760664,2017-08-10 15:47:17
20170810034636-001-01-89,2165467455,1965174751,2017-08-10 15:47:17
20170810034636-001-01-91,2165467455,2099393722,2017-08-10 15:47:17
20170810034636-001-01-93,2165467455,1996874990,2017-08-10 15:47:17
20170810034636-001-01-95,2165467455,2147522025,2017-08-10 15:47:17
20170810034636-001-01-97,2165467455,2122344857,2017-08-10 15:47:17
20170810034636-001-01-0,2165467455,2170892031,2017-08-10 15:47:17
20170810034636-001-01-2,2165467455,2293896416,2017-08-10 15:47:17
20170810034636-001-01-4,2165467455,1990391007,2017-08-10 15:47:17
20170810034636-001-01-6,2165467455,1560510652,2017-08-10 15:47:17
20170810034636-001-01-8,2165467455,2086742729,2017-08-10 15:47:17
20170810034636-001-01-10,2165467455,2092025391,2017-08-10 15:47:17
20170810034636-001-01-12,2165467455,1977583107,2017-08-10 15:47:17
20170810034636-001-01-14,2165467455,2143756698,2017-08-10 15:47:17
20170810034636-001-01-16,2165467455,1968945891,2017-08-10 15:47:17
20170810034636-001-01-18,2165467455,2051387747,2017-08-10 15:47:17
20170810034636-001-01-20,2165467455,1579407214,2017-08-10 15:47:17
20170810034636-001-01-22,2165467455,2140437372,2017-08-10 15:47:17
20170810034636-001-01-24,2165467455,2130474477,2017-08-10 15:47:17
20170810034636-001-01-26,2165467455,2013012235,2017-08-10 15:47:17
20170810034636-001-01-28,2165467455,2142434250,2017-08-10 15:47:17
20170810034636-001-01-30,2165467455,2059850603,2017-08-10 15:47:17
20170810034636-001-01-32,2165467455,2148417962,2017-08-10 15:47:17
20170810034636-001-01-34,2165467455,2090154982,2017-08-10 15:47:17
20170810034636-001-01-36,2165467455,2168753403,2017-08-10 15:47:17
20170810034636-001-01-38,2165467455,2341332789,2017-08-10 15:47:17
20170810034636-001-01-40,2165467455,1524668325,2017-08-10 15:47:17
20170810034636-001-01-42,2165467455,2124814614,2017-08-10 15:47:17
20170810034636-001-01-44,2165467455,1496815773,2017-08-10 15:47:17
20170810034636-001-01-46,2165467455,2103219113,2017-08-10 15:47:17
20170810034636-001-01-48,2165467455,2019254124,2017-08-10 15:47:17
20170810034636-001-01-50,2165467455,2004925874,2017-08-10 15:47:17
20170810034636-001-01-52,2165467455,2339920159,2017-08-10 15:47:17
20170810034636-001-01-54,2165467455,2146588030,2017-08-10 15:47:17
20170810034636-001-01-56,2165467455,2108699731,2017-08-10 15:47:17
20170810034636-001-01-58,2165467455,2077207253,2017-08-10 15:47:17
20170810034636-001-01-60,2165467455,2148737338,2017-08-10 15:47:17
20170810034636-001-01-62,2165467455,2130872776,2017-08-10 15:47:17
20170810034636-001-01-64,2165467455,1998502859,2017-08-10 15:47:17
20170810034636-001-01-66,2165467455,1535538569,2017-08-10 15:47:17
20170810034636-001-01-68,2165467455,2153279985,2017-08-10 15:47:17
20170810034636-001-01-70,2165467455,1515666387,2017-08-10 15:47:17
20170810034636-001-01-72,2165467455,1825341804,2017-08-10 15:47:17
20170810034636-001-01-74,2165467455,2064744073,2017-08-10 15:47:17
20170810034636-001-01-76,2165467455,2087022699,2017-08-10 15:47:17
20170810034636-001-01-78,2165467455,1933103375,2017-08-10 15:47:17
20170810034636-001-01-80,2165467455,2152980152,2017-08-10 15:47:17
20170810034636-001-01-82,2165467455,2142280242,2017-08-10 15:47:17
20170810034636-001-01-84,2165467455,1979514837,2017-08-10 15:47:17
20170810034636-001-01-86,2165467455,1563059434,2017-08-10 15:47:17
20170810034636-001-01-88,2165467455,2150815390,2017-08-10 15:47:17
20170810034636-001-01-90,2165467455,2089413639,2017-08-10 15:47:17
20170810034636-001-01-92,2165467455,2138245690,2017-08-10 15:47:17
20170810034636-001-01-94,2165467455,2093689394,2017-08-10 15:47:17
20170810034636-001-01-96,2165467455,1969375478,2017-08-10 15:47:17
20170810034636-001-01-98,2165467455,2017978889,2017-08-10 15:47:17
20170810034636-001-01-1,2165467455,2011519645,2017-08-10 15:47:17
20170810034636-001-01-3,2165467455,2008116177,2017-08-10 15:47:17
20170810034636-001-01-5,2165467455,2019370667,2017-08-10 15:47:17
20170810034636-001-01-7,2165467455,2155228754,2017-08-10 15:47:17
20170810034636-001-01-9,2165467455,2100728767,2017-08-10 15:47:17
20170810034636-001-01-11,2165467455,2000738254,2017-08-10 15:47:17
20170810034636-001-01-13,2165467455,2187088908,2017-08-10 15:47:17
20170810034636-001-01-15,2165467455,2072960837,2017-08-10 15:47:17
20170810034636-001-01-17,2165467455,2012056301,2017-08-10 15:47:17
20170810034636-001-01-19,2165467455,1968256416,2017-08-10 15:47:17
20170810034636-001-01-21,2165467455,46542002,2017-08-10 15:47:17
20170810034636-001-01-23,2165467455,1965377399,2017-08-10 15:47:17
20170810034636-001-01-25,2165467455,2041106018,2017-08-10 15:47:17
20170810034636-001-01-27,2165467455,2058335452,2017-08-10 15:47:17
20170810034636-001-01-29,2165467455,2105775150,2017-08-10 15:47:17
20170810034636-001-01-31,2165467455,2062564438,2017-08-10 15:47:17
20170810034636-001-01-33,2165467455,68640934,2017-08-10 15:47:17
20170810034636-001-01-35,2165467455,2120724048,2017-08-10 15:47:17
20170810034636-001-01-37,2165467455,2004851292,2017-08-10 15:47:17
20170810034636-001-01-39,2165467455,1907200253,2017-08-10 15:47:17
20170810034636-001-01-41,2165467455,2156480002,2017-08-10 15:47:17
20170810034636-001-01-43,2165467455,1531525791,2017-08-10 15:47:17
20170810034636-001-01-45,2165467455,2059307545,2017-08-10 15:47:17
20170810034636-001-01-47,2165467455,2164723041,2017-08-10 15:47:17
20170810034636-001-01-49,2165467455,2125876733,2017-08-10 15:47:17
20170810034636-001-01-51,2165467455,121759867,2017-08-10 15:47:17
20170810034636-001-01-53,2165467455,2056947248,2017-08-10 15:47:17
20170810034636-001-01-55,2165467455,2027750453,2017-08-10 15:47:17
20170810034636-001-01-57,2165467455,1605547301,2017-08-10 15:47:17
20170810034636-001-01-59,2165467455,2043853669,2017-08-10 15:47:17
20170810034636-001-01-61,2165467455,2003017562,2017-08-10 15:47:17
20170810034636-001-01-63,2165467455,2111643426,2017-08-10 15:47:17
20170810034636-001-01-65,2165467455,2110689680,2017-08-10 15:47:17
20170810034636-001-01-67,2165467455,1939474812,2017-08-10 15:47:17
20170810034636-001-01-69,2165467455,1601067216,2017-08-10 15:47:17
20170810034636-001-01-71,2165467455,2026388869,2017-08-10 15:47:17
20170810034636-001-01-73,2165467455,2131543356,2017-08-10 15:47:17
20170810034636-001-01-75,2165467455,1998210776,2017-08-10 15:47:17
20170810034636-001-01-77,2165467455,2005318605,2017-08-10 15:47:17
20170810034636-001-01-79,2165467455,2134434561,2017-08-10 15:47:17
20170810034636-001-01-81,2165467455,1987035533,2017-08-10 15:47:17
20170810034636-001-01-83,2165467455,2081579241,2017-08-10 15:47:17
20170810034636-001-01-85,2165467455,1965893058,2017-08-10 15:47:17
20170810034636-001-01-87,2165467455,2106916261,2017-08-10 15:47:17
20170810034636-001-01-89,2165467455,2042546973,2017-08-10 15:47:17
20170810034636-001-01-91,2165467455,2107145247,2017-08-10 15:47:17
20170810034636-001-01-93,2165467455,1976181612,2017-08-10 15:47:17
20170810034636-001-01-95,2165467455,1565169809,2017-08-10 15:47:17
20170810034636-001-01-97,2165467455,2095748364,2017-08-10 15:47:17
20170810034636-001-01-0,2165467455,1974322070,2017-08-10 15:47:17
20170810034636-001-01-2,2165467455,1984890936,2017-08-10 15:47:17
20170810034636-001-01-4,2165467455,2072148186,2017-08-10 15:47:17
20170810034636-001-01-6,2165467455,2022843938,2017-08-10 15:47:17
20170810034636-001-01-8,2165467455,1502146605,2017-08-10 15:47:17
20170810034636-001-01-10,2165467455,204909595,2017-08-10 15:47:17
20170810034636-001-01-12,2165467455,109709251,2017-08-10 15:47:17
20170810034636-001-01-14,2165467455,2022954591,2017-08-10 15:47:17
20170810034636-001-01-16,2165467455,2034262006,2017-08-10 15:47:17
20170810034636-001-01-18,2165467455,2130622824,2017-08-10 15:47:17
20170810034636-001-01-20,2165467455,1558805549,2017-08-10 15:47:17
20170810034636-001-01-22,2165467455,1984216984,2017-08-10 15:47:17
20170810034636-001-01-24,2165467455,2005471433,2017-08-10 15:47:17
20170810034636-001-01-26,2165467455,2143180374,2017-08-10 15:47:17
20170810034636-001-01-28,2165467455,73246605,2017-08-10 15:47:17
20170810034636-001-01-30,2165467455,2083125010,2017-08-10 15:47:17
20170810034636-001-01-32,2165467455,2163344730,2017-08-10 15:47:17
20170810034636-001-01-34,2165467455,1989910224,2017-08-10 15:47:17
20170810034636-001-01-36,2165467455,1973828007,2017-08-10 15:47:17
20170810034636-001-01-38,2165467455,2068026167,2017-08-10 15:47:17
20170810034636-001-01-40,2165467455,230481419,2017-08-10 15:47:17
20170810034636-001-01-42,2165467455,2065916174,2017-08-10 15:47:17
20170810034636-001-01-44,2165467455,140839130,2017-08-10 15:47:17
20170810034636-001-01-46,2165467455,97020111,2017-08-10 15:47:17
20170810034636-001-01-48,2165467455,1964111545,2017-08-10 15:47:17
20170810034636-001-01-50,2165467455,2033229728,2017-08-10 15:47:17
20170810034636-001-01-52,2165467455,1980590442,2017-08-10 15:47:17
20170810034636-001-01-54,2165467455,2055686117,2017-08-10 15:47:17
20170810034636-001-01-56,2165467455,2103920867,2017-08-10 15:47:17
20170810034636-001-01-58,2165467455,1825250667,2017-08-10 15:47:17
20170810034636-001-01-60,2165467455,1978267236,2017-08-10 15:47:17
20170810034636-001-01-62,2165467455,2168502142,2017-08-10 15:47:17
20170810034636-001-01-64,2165467455,2123976282,2017-08-10 15:47:17
20170810034636-001-01-66,2165467455,2164636955,2017-08-10 15:47:17
20170810034636-001-01-68,2165467455,1536603646,2017-08-10 15:47:17
20170810034636-001-01-70,2165467455,2001866361,2017-08-10 15:47:17
20170810034636-001-01-72,2165467455,2016465393,2017-08-10 15:47:17
20170810034636-001-01-74,2165467455,2099525917,2017-08-10 15:47:17
20170810034636-001-01-76,2165467455,1573833643,2017-08-10 15:47:17
20170810034636-001-01-78,2165467455,2291106807,2017-08-10 15:47:17
20170810034636-001-01-80,2165467455,2160047456,2017-08-10 15:47:17
20170810034636-001-01-82,2165467455,2088627600,2017-08-10 15:47:17
20170810034636-001-01-84,2165467455,2149994559,2017-08-10 15:47:17
20170810034636-001-01-86,2165467455,2153485419,2017-08-10 15:47:17
20170810034636-001-01-88,2165467455,1970196737,2017-08-10 15:47:17
20170810034636-001-01-90,2165467455,2595106026,2017-08-10 15:47:17
20170810034636-001-01-92,2165467455,1977563838,2017-08-10 15:47:17
20170810034636-001-01-94,2165467455,2094711531,2017-08-10 15:47:17
20170810034636-001-01-96,2165467455,2145343598,2017-08-10 15:47:17
20170810034636-001-01-98,2165467455,2167829336,2017-08-10 15:47:17
20170810034636-001-01-1,2165467455,155760863,2017-08-10 15:47:17
20170810034636-001-01-3,2165467455,2126886936,2017-08-10 15:47:17
20170810034636-001-01-5,2165467455,2132918730,2017-08-10 15:47:17
20170810034636-001-01-7,2165467455,2114766826,2017-08-10 15:47:17
20170810034636-001-01-9,2165467455,1849183786,2017-08-10 15:47:17
20170810034636-001-01-11,2165467455,1979021754,2017-08-10 15:47:17
20170810034636-001-01-13,2165467455,2065853841,2017-08-10 15:47:17
20170810034636-001-01-15,2165467455,2070411573,2017-08-10 15:47:17
20170810034636-001-01-17,2165467455,2159970693,2017-08-10 15:47:17
20170810034636-001-01-19,2165467455,1978282744,2017-08-10 15:47:17
20170810034636-001-01-21,2165467455,2029406036,2017-08-10 15:47:17
20170810034636-001-01-23,2165467455,2145459259,2017-08-10 15:47:17
20170810034636-001-01-25,2165467455,2032386524,2017-08-10 15:47:17
20170810034636-001-01-27,2165467455,2105993558,2017-08-10 15:47:17
20170810034636-001-01-29,2165467455,2137937634,2017-08-10 15:47:17
20170810034636-001-01-31,2165467455,1203261677,2017-08-10 15:47:17
20170810034636-001-01-33,2165467455,2169157836,2017-08-10 15:47:17
20170810034636-001-01-35,2165467455,2139727462,2017-08-10 15:47:17
20170810034636-001-01-37,2165467455,1969349392,2017-08-10 15:47:17
20170810034636-001-01-39,2165467455,2045466225,2017-08-10 15:47:17
20170810034636-001-01-41,2165467455,2031754437,2017-08-10 15:47:17
20170810034636-001-01-43,2165467455,1520170275,2017-08-10 15:47:17
20170810034636-001-01-45,2165467455,1565065919,2017-08-10 15:47:17
20170810034636-001-01-47,2165467455,2136503680,2017-08-10 15:47:17
20170810034636-001-01-49,2165467455,2414770401,2017-08-10 15:47:17
20170810034636-001-01-51,2165467455,2147270837,2017-08-10 15:47:17
20170810034636-001-01-53,2165467455,2061597920,2017-08-10 15:47:17
20170810034636-001-01-55,2165467455,2050063781,2017-08-10 15:47:17
20170810034636-001-01-57,2165467455,2102759215,2017-08-10 15:47:17
20170810034636-001-01-59,2165467455,1990042298,2017-08-10 15:47:17
20170810034636-001-01-61,2165467455,1756477675,2017-08-10 15:47:17
20170810034636-001-01-63,2165467455,2047499522,2017-08-10 15:47:17
20170810034636-001-01-65,2165467455,2035489143,2017-08-10 15:47:17
20170810034636-001-01-67,2165467455,1999528151,2017-08-10 15:47:17
20170810034636-001-01-69,2165467455,1984987290,2017-08-10 15:47:17
20170810034636-001-01-71,2165467455,2054711117,2017-08-10 15:47:17
20170810034636-001-01-73,2165467455,2128000597,2017-08-10 15:47:17
20170810034636-001-01-75,2165467455,2071037335,2017-08-10 15:47:17
20170810034636-001-01-77,2165467455,2067072887,2017-08-10 15:47:17
20170810034636-001-01-79,2165467455,2208597264,2017-08-10 15:47:17
20170810034636-001-01-81,2165467455,2015109938,2017-08-10 15:47:17
20170810034636-001-01-83,2165467455,1977370455,2017-08-10 15:47:17
20170810034636-001-01-85,2165467455,1547414429,2017-08-10 15:47:17
20170810034636-001-01-87,2165467455,2106363937,2017-08-10 15:47:17
20170810034636-001-01-89,2165467455,2036589402,2017-08-10 15:47:17
20170810034636-001-01-91,2165467455,2082948153,2017-08-10 15:47:17
20170810034636-001-01-93,2165467455,1994101999,2017-08-10 15:47:17
20170810034636-001-01-95,2165467455,2029571501,2017-08-10 15:47:17
20170810034636-001-01-97,2165467455,2042690606,2017-08-10 15:47:17
20170810034636-001-01-0,2165467455,2101465039,2017-08-10 15:47:17
20170810034636-001-01-2,2165467455,2023663289,2017-08-10 15:47:17
20170810034636-001-01-4,2165467455,2071889094,2017-08-10 15:47:17
20170810034636-001-01-6,2165467455,2062898482,2017-08-10 15:47:17
20170810034636-001-01-8,2165467455,1992584946,2017-08-10 15:47:17
20170810034636-001-01-10,2165467455,2142824088,2017-08-10 15:47:17
20170810034636-001-01-12,2165467455,2039610696,2017-08-10 15:47:17
20170810034636-001-01-14,2165467455,2151734897,2017-08-10 15:47:17
20170810034636-001-01-16,2165467455,1993438034,2017-08-10 15:47:17
20170810034636-001-01-18,2165467455,2583215042,2017-08-10 15:47:17
20170810034636-001-01-20,2165467455,2125986867,2017-08-10 15:47:17
20170810034636-001-01-22,2165467455,1579126536,2017-08-10 15:47:17
20170810034636-001-01-24,2165467455,2011306767,2017-08-10 15:47:17
20170810034636-001-01-26,2165467455,2126336952,2017-08-10 15:47:17
20170810034636-001-01-28,2165467455,1975458495,2017-08-10 15:47:17
20170810034636-001-01-30,2165467455,1974057069,2017-08-10 15:47:17
20170810034636-001-01-32,2165467455,1987407028,2017-08-10 15:47:17
20170810034636-001-01-34,2165467455,2016912412,2017-08-10 15:47:17
20170810034636-001-01-36,2165467455,2001910480,2017-08-10 15:47:17
20170810034636-001-01-38,2165467455,2115861650,2017-08-10 15:47:17
20170810034636-001-01-40,2165467455,1985581502,2017-08-10 15:47:17
20170810034636-001-01-42,2165467455,2056660085,2017-08-10 15:47:17
20170810034636-001-01-44,2165467455,1997651539,2017-08-10 15:47:17
20170810034636-001-01-46,2165467455,1967687485,2017-08-10 15:47:17
20170810034636-001-01-48,2165467455,2050465692,2017-08-10 15:47:17
20170810034636-001-01-50,2165467455,2140667122,2017-08-10 15:47:17
20170810034636-001-01-52,2165467455,1716383435,2017-08-10 15:47:17
20170810034636-001-01-54,2165467455,2171091549,2017-08-10 15:47:17
20170810034636-001-01-56,2165467455,2049652711,2017-08-10 15:47:17
20170810034636-001-01-58,2165467455,1987965750,2017-08-10 15:47:17
20170810034636-001-01-60,2165467455,1578971922,2017-08-10 15:47:17
20170810034636-001-01-62,2165467455,1975837734,2017-08-10 15:47:17
20170810034636-001-01-64,2165467455,2073439152,2017-08-10 15:47:17
20170810034636-001-01-66,2165467455,2162173674,2017-08-10 15:47:17
20170810034636-001-01-68,2165467455,1564172765,2017-08-10 15:47:17
20170810034636-001-01-70,2165467455,2156267397,2017-08-10 15:47:17
20170810034636-001-01-72,2165467455,2048715330,2017-08-10 15:47:17
20170810034636-001-01-74,2165467455,2159411955,2017-08-10 15:47:17
20170810034636-001-01-76,2165467455,2112533233,2017-08-10 15:47:17
20170810034636-001-01-78,2165467455,2068874033,2017-08-10 15:47:17
20170810034636-001-01-80,2165467455,2065215368,2017-08-10 15:47:17
20170810034636-001-01-82,2165467455,2125223317,2017-08-10 15:47:17
20170810034636-001-01-84,2165467455,2000724995,2017-08-10 15:47:17
20170810034636-001-01-86,2165467455,1576853379,2017-08-10 15:47:17
20170810034636-001-01-88,2165467455,1997551838,2017-08-10 15:47:17
20170810034636-001-01-90,2165467455,641235030,2017-08-10 15:47:17
20170810034636-001-01-92,2165467455,2052815773,2017-08-10 15:47:17
20170810034636-001-01-94,2165467455,1983428002,2017-08-10 15:47:17
20170810034636-001-01-96,2165467455,2119285119,2017-08-10 15:47:17
20170810034636-001-01-98,2165467455,2128454365,2017-08-10 15:47:17
20170810034636-001-01-1,2165467455,2171204442,2017-08-10 15:47:17
20170810034636-001-01-3,2165467455,2068799237,2017-08-10 15:47:17
20170810034636-001-01-5,2165467455,2129918481,2017-08-10 15:47:17
20170810034636-001-01-7,2165467455,2018223116,2017-08-10 15:47:17
20170810034636-001-01-9,2165467455,1993796605,2017-08-10 15:47:17
20170810034636-001-01-11,2165467455,2059429678,2017-08-10 15:47:17
20170810034636-001-01-13,2165467455,2135105491,2017-08-10 15:47:17
20170810034636-001-01-15,2165467455,2141680368,2017-08-10 15:47:17
20170810034636-001-01-17,2165467455,2040247213,2017-08-10 15:47:17
20170810034636-001-01-19,2165467455,1986832527,2017-08-10 15:47:17
20170810034636-001-01-21,2165467455,2114272918,2017-08-10 15:47:17
20170810034636-001-01-23,2165467455,1997797782,2017-08-10 15:47:17
20170810034636-001-01-25,2165467455,2127215410,2017-08-10 15:47:17
20170810034636-001-01-27,2165467455,2145070904,2017-08-10 15:47:17
20170810034636-001-01-29,2165467455,2141701343,2017-08-10 15:47:17
20170810034636-001-01-31,2165467455,2160217617,2017-08-10 15:47:17
20170810034636-001-01-33,2165467455,2109895332,2017-08-10 15:47:17
20170810034636-001-01-35,2165467455,1503248228,2017-08-10 15:47:17
20170810034636-001-01-37,2165467455,2032328887,2017-08-10 15:47:17
20170810034636-001-01-39,2165467455,2156947335,2017-08-10 15:47:17
20170810034636-001-01-41,2165467455,2081110734,2017-08-10 15:47:17
20170810034636-001-01-43,2165467455,2143407114,2017-08-10 15:47:17
20170810034636-001-01-45,2165467455,2155045227,2017-08-10 15:47:17
20170810034636-001-01-47,2165467455,29184579,2017-08-10 15:47:17
20170810034636-001-01-49,2165467455,2088706357,2017-08-10 15:47:17
20170810034636-001-01-51,2165467455,2168554800,2017-08-10 15:47:17
20170810034636-001-01-53,2165467455,2166432683,2017-08-10 15:47:17
20170810034636-001-01-55,2165467455,1964894591,2017-08-10 15:47:17
20170810034636-001-01-57,2165467455,2125869509,2017-08-10 15:47:17
20170810034636-001-01-59,2165467455,2052570934,2017-08-10 15:47:17
20170810034636-001-01-61,2165467455,3704522,2017-08-10 15:47:17
20170810034636-001-01-63,2165467455,2611266467,2017-08-10 15:47:17
20170810034636-001-01-65,2165467455,2166449856,2017-08-10 15:47:17
20170810034636-001-01-67,2165467455,2103299443,2017-08-10 15:47:17
20170810034636-001-01-69,2165467455,1508902783,2017-08-10 15:47:17
20170810034636-001-01-71,2165467455,2127704543,2017-08-10 15:47:17
20170810034636-001-01-73,2165467455,2030552961,2017-08-10 15:47:17
20170810034636-001-01-75,2165467455,2159433976,2017-08-10 15:47:17
20170810034636-001-01-77,2165467455,568005783,2017-08-10 15:47:17
20170810034636-001-01-79,2165467455,2079399699,2017-08-10 15:47:17
20170810034636-001-01-81,2165467455,1998244353,2017-08-10 15:47:17
20170810034636-001-01-83,2165467455,2073072164,2017-08-10 15:47:17
20170810034636-001-01-85,2165467455,1552071731,2017-08-10 15:47:17
20170810034636-001-01-87,2165467455,1993832788,2017-08-10 15:47:17
20170810034636-001-01-89,2165467455,2110788116,2017-08-10 15:47:17
20170810034636-001-01-91,2165467455,2009200737,2017-08-10 15:47:17
20170810034636-001-01-93,2165467455,1993504147,2017-08-10 15:47:17
20170810034636-001-01-95,2165467455,2018693749,2017-08-10 15:47:17
20170810034636-001-01-97,2165467455,2014729264,2017-08-10 15:47:17
20170810034636-001-01-0,2165467455,2009980092,2017-08-10 15:47:17
20170810034636-001-01-2,2165467455,1574123376,2017-08-10 15:47:17
20170810034636-001-01-4,2165467455,2093369250,2017-08-10 15:47:17
20170810034636-001-01-6,2165467455,2342277928,2017-08-10 15:47:17
