
TimeStamp,Operation,Subject,Target,Details
20170810034636-001-01-67,CREATE,CITED_BY,20170810034636-001-01-66,{"logprob":-18.262,"Id":2069587534}
20170810034636-001-01-69,CREATE,CITED_BY,20170810034636-001-01-68,{"logprob":-18.305,"Id":901556}
20170810034636-001-01-71,CREATE,CITED_BY,20170810034636-001-01-70,{"logprob":-18.372,"Id":2122789628}
20170810034636-001-01-73,CREATE,CITED_BY,20170810034636-001-01-72,{"logprob":-18.378,"Id":2072627547}
20170810034636-001-01-75,CREATE,CITED_BY,20170810034636-001-01-74,{"logprob":-18.391,"Id":2038429440}
20170810034636-001-01-77,CREATE,CITED_BY,20170810034636-001-01-76,{"logprob":-18.411,"Id":2338322935}
20170810034636-001-01-79,CREATE,CITED_BY,20170810034636-001-01-78,{"logprob":-18.432,"Id":2164636932}
20170810034636-001-01-81,CREATE,CITED_BY,20170810034636-001-01-80,{"logprob":-18.447,"Id":2031900922}
20170810034636-001-01-83,CREATE,CITED_BY,20170810034636-001-01-82,{"logprob":-18.450,"Id":2133384222}
20170810034636-001-01-85,CREATE,CITED_BY,20170810034636-001-01-84,{"logprob":-18.465,"Id":2153329411}
20170810034636-001-01-87,CREATE,CITED_BY,20170810034636-001-01-86,{"logprob":-18.471,"Id":2102765175}
20170810034636-001-01-89,CREATE,CITED_BY,20170810034636-001-01-88,{"logprob":-18.474,"Id":2014575573}
20170810034636-001-01-91,CREATE,CITED_BY,20170810034636-001-01-90,{"logprob":-18.482,"Id":2116436709}
20170810034636-001-01-93,CREATE,CITED_BY,20170810034636-001-01-92,{"logprob":-18.492,"Id":2115806861}
20170810034636-001-01-95,CREATE,CITED_BY,20170810034636-001-01-94,{"logprob":-18.497,"Id":2128404249}
20170810034636-001-01-97,CREATE,CITED_BY,20170810034636-001-01-96,{"logprob":-18.497,"Id":2092512344}
20170810034636-001-01-0,CREATE,CITED_BY,20170810034636-001-01-98,{"logprob":-18.512,"Id":2113827629}
20170810034636-001-01-2,CREATE,CITED_BY,20170810034636-001-01-1,{"logprob":-18.521,"Id":2058424950}
20170810034636-001-01-4,CREATE,CITED_BY,20170810034636-001-01-3,{"logprob":-18.521,"Id":2114226753}
20170810034636-001-01-6,CREATE,CITED_BY,20170810034636-001-01-5,{"logprob":-18.527,"Id":2006320931}
20170810034636-001-01-8,CREATE,CITED_BY,20170810034636-001-01-7,{"logprob":-18.537,"Id":2067481201}
20170810034636-001-01-10,CREATE,CITED_BY,20170810034636-001-01-9,{"logprob":-18.551,"Id":1485665416}
20170810034636-001-01-12,CREATE,CITED_BY,20170810034636-001-01-11,{"logprob":-18.551,"Id":2139525791}
20170810034636-001-01-14,CREATE,CITED_BY,20170810034636-001-01-13,{"logprob":-18.579,"Id":2147869465}
20170810034636-001-01-16,CREATE,CITED_BY,20170810034636-001-01-15,{"logprob":-18.590,"Id":2162736805}
20170810034636-001-01-18,CREATE,CITED_BY,20170810034636-001-01-17,{"logprob":-18.593,"Id":2032133388}
20170810034636-001-01-20,CREATE,CITED_BY,20170810034636-001-01-19,{"logprob":-18.606,"Id":1487405157}
20170810034636-001-01-22,CREATE,CITED_BY,20170810034636-001-01-21,{"logprob":-18.623,"Id":2123418328}
20170810034636-001-01-24,CREATE,CITED_BY,20170810034636-001-01-23,{"logprob":-18.641,"Id":56165858}
20170810034636-001-01-26,CREATE,CITED_BY,20170810034636-001-01-25,{"logprob":-18.658,"Id":2130387020}
20170810034636-001-01-28,CREATE,CITED_BY,20170810034636-001-01-27,{"logprob":-18.671,"Id":2118791211}
20170810034636-001-01-30,CREATE,CITED_BY,20170810034636-001-01-29,{"logprob":-18.673,"Id":2019540883}
20170810034636-001-01-32,CREATE,CITED_BY,20170810034636-001-01-31,{"logprob":-18.678,"Id":2092842298}
20170810034636-001-01-34,CREATE,CITED_BY,20170810034636-001-01-33,{"logprob":-18.698,"Id":2112708371}
20170810034636-001-01-36,CREATE,CITED_BY,20170810034636-001-01-35,{"logprob":-18.717,"Id":2015372451}
20170810034636-001-01-38,CREATE,CITED_BY,20170810034636-001-01-37,{"logprob":-18.725,"Id":2116407296}
20170810034636-001-01-40,CREATE,CITED_BY,20170810034636-001-01-39,{"logprob":-18.744,"Id":2100850394}
20170810034636-001-01-42,CREATE,CITED_BY,20170810034636-001-01-41,{"logprob":-18.756,"Id":1985239372}
20170810034636-001-01-44,CREATE,CITED_BY,20170810034636-001-01-43,{"logprob":-18.759,"Id":2099637074}
20170810034636-001-01-46,CREATE,CITED_BY,20170810034636-001-01-45,{"logprob":-18.782,"Id":1976022204}
20170810034636-001-01-48,CREATE,CITED_BY,20170810034636-001-01-47,{"logprob":-18.786,"Id":2022431239}
20170810034636-001-01-50,CREATE,CITED_BY,20170810034636-001-01-49,{"logprob":-18.789,"Id":2125791539}
20170810034636-001-01-52,CREATE,CITED_BY,20170810034636-001-01-51,{"logprob":-18.801,"Id":2115121100}
20170810034636-001-01-54,CREATE,CITED_BY,20170810034636-001-01-53,{"logprob":-18.802,"Id":2014712522}
20170810034636-001-01-56,CREATE,CITED_BY,20170810034636-001-01-55,{"logprob":-18.803,"Id":2042893791}
20170810034636-001-01-58,CREATE,CITED_BY,20170810034636-001-01-57,{"logprob":-18.806,"Id":2136379584}
20170810034636-001-01-60,CREATE,CITED_BY,20170810034636-001-01-59,{"logprob":-18.816,"Id":2092179332}
20170810034636-001-01-62,CREATE,CITED_BY,20170810034636-001-01-61,{"logprob":-18.828,"Id":2128051924}
20170810034636-001-01-64,CREATE,CITED_BY,20170810034636-001-01-63,{"logprob":-18.829,"Id":2028544887}
20170810034636-001-01-66,CREATE,CITED_BY,20170810034636-001-01-65,{"logprob":-18.835,"Id":2109730248}
20170810034636-001-01-68,CREATE,CITED_BY,20170810034636-001-01-67,{"logprob":-18.843,"Id":2126703991}
20170810034636-001-01-70,CREATE,CITED_BY,20170810034636-001-01-69,{"logprob":-18.849,"Id":2043024794}
20170810034636-001-01-72,CREATE,CITED_BY,20170810034636-001-01-71,{"logprob":-18.861,"Id":2148351334}
20170810034636-001-01-74,CREATE,CITED_BY,20170810034636-001-01-73,{"logprob":-18.868,"Id":2295562782}
20170810034636-001-01-76,CREATE,CITED_BY,20170810034636-001-01-75,{"logprob":-18.869,"Id":2105830880}
20170810034636-001-01-78,CREATE,CITED_BY,20170810034636-001-01-77,{"logprob":-18.879,"Id":776871969}
20170810034636-001-01-80,CREATE,CITED_BY,20170810034636-001-01-79,{"logprob":-18.886,"Id":2077584722}
20170810034636-001-01-82,CREATE,CITED_BY,20170810034636-001-01-81,{"logprob":-18.888,"Id":1575623867}
20170810034636-001-01-84,CREATE,CITED_BY,20170810034636-001-01-83,{"logprob":-18.893,"Id":1548727300}
20170810034636-001-01-86,CREATE,CITED_BY,20170810034636-001-01-85,{"logprob":-18.895,"Id":2337243780}
20170810034636-001-01-88,CREATE,CITED_BY,20170810034636-001-01-87,{"logprob":-18.905,"Id":2007760664}
20170810034636-001-01-90,CREATE,CITED_BY,20170810034636-001-01-89,{"logprob":-18.913,"Id":1965174751}
20170810034636-001-01-92,CREATE,CITED_BY,20170810034636-001-01-91,{"logprob":-18.925,"Id":2099393722}
20170810034636-001-01-94,CREATE,CITED_BY,20170810034636-001-01-93,{"logprob":-18.935,"Id":1996874990}
20170810034636-001-01-96,CREATE,CITED_BY,20170810034636-001-01-95,{"logprob":-18.939,"Id":2147522025}
20170810034636-001-01-98,CREATE,CITED_BY,20170810034636-001-01-97,{"logprob":-18.963,"Id":2122344857}
20170810034636-001-01-1,CREATE,CITED_BY,20170810034636-001-01-0,{"logprob":-18.965,"Id":2170892031}
20170810034636-001-01-3,CREATE,CITED_BY,20170810034636-001-01-2,{"logprob":-18.965,"Id":2293896416}
20170810034636-001-01-5,CREATE,CITED_BY,20170810034636-001-01-4,{"logprob":-18.988,"Id":1990391007}
20170810034636-001-01-7,CREATE,CITED_BY,20170810034636-001-01-6,{"logprob":-18.995,"Id":1560510652}
20170810034636-001-01-9,CREATE,CITED_BY,20170810034636-001-01-8,{"logprob":-19.005,"Id":2086742729}
20170810034636-001-01-11,CREATE,CITED_BY,20170810034636-001-01-10,{"logprob":-19.008,"Id":2092025391}
20170810034636-001-01-13,CREATE,CITED_BY,20170810034636-001-01-12,{"logprob":-19.012,"Id":1977583107}
20170810034636-001-01-15,CREATE,CITED_BY,20170810034636-001-01-14,{"logprob":-19.018,"Id":2143756698}
20170810034636-001-01-17,CREATE,CITED_BY,20170810034636-001-01-16,{"logprob":-19.023,"Id":1968945891}
20170810034636-001-01-19,CREATE,CITED_BY,20170810034636-001-01-18,{"logprob":-19.036,"Id":2051387747}
20170810034636-001-01-21,CREATE,CITED_BY,20170810034636-001-01-20,{"logprob":-19.036,"Id":1579407214}
20170810034636-001-01-23,CREATE,CITED_BY,20170810034636-001-01-22,{"logprob":-19.041,"Id":2140437372}
20170810034636-001-01-25,CREATE,CITED_BY,20170810034636-001-01-24,{"logprob":-19.046,"Id":2130474477}
20170810034636-001-01-27,CREATE,CITED_BY,20170810034636-001-01-26,{"logprob":-19.048,"Id":2013012235}
20170810034636-001-01-29,CREATE,CITED_BY,20170810034636-001-01-28,{"logprob":-19.063,"Id":2142434250}
20170810034636-001-01-31,CREATE,CITED_BY,20170810034636-001-01-30,{"logprob":-19.077,"Id":2059850603}
20170810034636-001-01-33,CREATE,CITED_BY,20170810034636-001-01-32,{"logprob":-19.086,"Id":2148417962}
20170810034636-001-01-35,CREATE,CITED_BY,20170810034636-001-01-34,{"logprob":-19.097,"Id":2090154982}
20170810034636-001-01-37,CREATE,CITED_BY,20170810034636-001-01-36,{"logprob":-19.098,"Id":2168753403}
20170810034636-001-01-39,CREATE,CITED_BY,20170810034636-001-01-38,{"logprob":-19.112,"Id":2341332789}
20170810034636-001-01-41,CREATE,CITED_BY,20170810034636-001-01-40,{"logprob":-19.114,"Id":1524668325}
20170810034636-001-01-43,CREATE,CITED_BY,20170810034636-001-01-42,{"logprob":-19.114,"Id":2124814614}
20170810034636-001-01-45,CREATE,CITED_BY,20170810034636-001-01-44,{"logprob":-19.118,"Id":1496815773}
20170810034636-001-01-47,CREATE,CITED_BY,20170810034636-001-01-46,{"logprob":-19.123,"Id":2103219113}
20170810034636-001-01-49,CREATE,CITED_BY,20170810034636-001-01-48,{"logprob":-19.125,"Id":2019254124}
20170810034636-001-01-51,CREATE,CITED_BY,20170810034636-001-01-50,{"logprob":-19.128,"Id":2004925874}
20170810034636-001-01-53,CREATE,CITED_BY,20170810034636-001-01-52,{"logprob":-19.134,"Id":2339920159}
20170810034636-001-01-55,CREATE,CITED_BY,20170810034636-001-01-54,{"logprob":-19.144,"Id":2146588030}
20170810034636-001-01-57,CREATE,CITED_BY,20170810034636-001-01-56,{"logprob":-19.145,"Id":2108699731}
20170810034636-001-01-59,CREATE,CITED_BY,20170810034636-001-01-58,{"logprob":-19.147,"Id":2077207253}
20170810034636-001-01-61,CREATE,CITED_BY,20170810034636-001-01-60,{"logprob":-19.155,"Id":2148737338}
20170810034636-001-01-63,CREATE,CITED_BY,20170810034636-001-01-62,{"logprob":-19.156,"Id":2130872776}
20170810034636-001-01-65,CREATE,CITED_BY,20170810034636-001-01-64,{"logprob":-19.169,"Id":1998502859}
20170810034636-001-01-67,CREATE,CITED_BY,20170810034636-001-01-66,{"logprob":-19.173,"Id":1535538569}
20170810034636-001-01-69,CREATE,CITED_BY,20170810034636-001-01-68,{"logprob":-19.182,"Id":2153279985}
20170810034636-001-01-71,CREATE,CITED_BY,20170810034636-001-01-70,{"logprob":-19.188,"Id":1515666387}
20170810034636-001-01-73,CREATE,CITED_BY,20170810034636-001-01-72,{"logprob":-19.190,"Id":1825341804}
20170810034636-001-01-75,CREATE,CITED_BY,20170810034636-001-01-74,{"logprob":-19.195,"Id":2064744073}
20170810034636-001-01-77,CREATE,CITED_BY,20170810034636-001-01-76,{"logprob":-19.199,"Id":2087022699}
20170810034636-001-01-79,CREATE,CITED_BY,20170810034636-001-01-78,{"logprob":-19.210,"Id":1933103375}
20170810034636-001-01-81,CREATE,CITED_BY,20170810034636-001-01-80,{"logprob":-19.212,"Id":2152980152}
20170810034636-001-01-83,CREATE,CITED_BY,20170810034636-001-01-82,{"logprob":-19.214,"Id":2142280242}
20170810034636-001-01-85,CREATE,CITED_BY,20170810034636-001-01-84,{"logprob":-19.217,"Id":1979514837}
20170810034636-001-01-87,CREATE,CITED_BY,20170810034636-001-01-86,{"logprob":-19.227,"Id":1563059434}
20170810034636-001-01-89,CREATE,CITED_BY,20170810034636-001-01-88,{"logprob":-19.232,"Id":2150815390}
20170810034636-001-01-91,CREATE,CITED_BY,20170810034636-001-01-90,{"logprob":-19.235,"Id":2089413639}
20170810034636-001-01-93,CREATE,CITED_BY,20170810034636-001-01-92,{"logprob":-19.242,"Id":2138245690}
20170810034636-001-01-95,CREATE,CITED_BY,20170810034636-001-01-94,{"logprob":-19.246,"Id":2093689394}
20170810034636-001-01-97,CREATE,CITED_BY,20170810034636-001-01-96,{"logprob":-19.252,"Id":1969375478}
20170810034636-001-01-0,CREATE,CITED_BY,20170810034636-001-01-98,{"logprob":-19.263,"Id":2017978889}
20170810034636-001-01-2,CREATE,CITED_BY,20170810034636-001-01-1,{"logprob":-19.279,"Id":2011519645}
20170810034636-001-01-4,CREATE,CITED_BY,20170810034636-001-01-3,{"logprob":-19.280,"Id":2008116177}
20170810034636-001-01-6,CREATE,CITED_BY,20170810034636-001-01-5,{"logprob":-19.282,"Id":2019370667}
20170810034636-001-01-8,CREATE,CITED_BY,20170810034636-001-01-7,{"logprob":-19.294,"Id":2155228754}
20170810034636-001-01-10,CREATE,CITED_BY,20170810034636-001-01-9,{"logprob":-19.298,"Id":2100728767}
20170810034636-001-01-12,CREATE,CITED_BY,20170810034636-001-01-11,{"logprob":-19.317,"Id":2000738254}
20170810034636-001-01-14,CREATE,CITED_BY,20170810034636-001-01-13,{"logprob":-19.319,"Id":2187088908}
20170810034636-001-01-16,CREATE,CITED_BY,20170810034636-001-01-15,{"logprob":-19.327,"Id":2072960837}
20170810034636-001-01-18,CREATE,CITED_BY,20170810034636-001-01-17,{"logprob":-19.328,"Id":2012056301}
20170810034636-001-01-20,CREATE,CITED_BY,20170810034636-001-01-19,{"logprob":-19.335,"Id":1968256416}
20170810034636-001-01-22,CREATE,CITED_BY,20170810034636-001-01-21,{"logprob":-19.341,"Id":46542002}
20170810034636-001-01-24,CREATE,CITED_BY,20170810034636-001-01-23,{"logprob":-19.343,"Id":1965377399}
20170810034636-001-01-26,CREATE,CITED_BY,20170810034636-001-01-25,{"logprob":-19.350,"Id":2041106018}
20170810034636-001-01-28,CREATE,CITED_BY,20170810034636-001-01-27,{"logprob":-19.354,"Id":2058335452}
20170810034636-001-01-30,CREATE,CITED_BY,20170810034636-001-01-29,{"logprob":-19.361,"Id":2105775150}
20170810034636-001-01-32,CREATE,CITED_BY,20170810034636-001-01-31,{"logprob":-19.362,"Id":2062564438}
20170810034636-001-01-34,CREATE,CITED_BY,20170810034636-001-01-33,{"logprob":-19.363,"Id":68640934}
20170810034636-001-01-36,CREATE,CITED_BY,20170810034636-001-01-35,{"logprob":-19.364,"Id":2120724048}
20170810034636-001-01-38,CREATE,CITED_BY,20170810034636-001-01-37,{"logprob":-19.364,"Id":2004851292}
20170810034636-001-01-40,CREATE,CITED_BY,20170810034636-001-01-39,{"logprob":-19.365,"Id":1907200253}
20170810034636-001-01-42,CREATE,CITED_BY,20170810034636-001-01-41,{"logprob":-19.371,"Id":2156480002}
20170810034636-001-01-44,CREATE,CITED_BY,20170810034636-001-01-43,{"logprob":-19.384,"Id":1531525791}
20170810034636-001-01-46,CREATE,CITED_BY,20170810034636-001-01-45,{"logprob":-19.384,"Id":2059307545}
20170810034636-001-01-48,CREATE,CITED_BY,20170810034636-001-01-47,{"logprob":-19.390,"Id":2164723041}
20170810034636-001-01-50,CREATE,CITED_BY,20170810034636-001-01-49,{"logprob":-19.390,"Id":2125876733}
20170810034636-001-01-52,CREATE,CITED_BY,20170810034636-001-01-51,{"logprob":-19.391,"Id":121759867}
20170810034636-001-01-54,CREATE,CITED_BY,20170810034636-001-01-53,{"logprob":-19.392,"Id":2056947248}
20170810034636-001-01-56,CREATE,CITED_BY,20170810034636-001-01-55,{"logprob":-19.397,"Id":2027750453}
20170810034636-001-01-58,CREATE,CITED_BY,20170810034636-001-01-57,{"logprob":-19.400,"Id":1605547301}
20170810034636-001-01-60,CREATE,CITED_BY,20170810034636-001-01-59,{"logprob":-19.403,"Id":2043853669}
20170810034636-001-01-62,CREATE,CITED_BY,20170810034636-001-01-61,{"logprob":-19.406,"Id":2003017562}
20170810034636-001-01-64,CREATE,CITED_BY,20170810034636-001-01-63,{"logprob":-19.411,"Id":2111643426}
20170810034636-001-01-66,CREATE,CITED_BY,20170810034636-001-01-65,{"logprob":-19.412,"Id":2110689680}
20170810034636-001-01-68,CREATE,CITED_BY,20170810034636-001-01-67,{"logprob":-19.417,"Id":1939474812}
20170810034636-001-01-70,CREATE,CITED_BY,20170810034636-001-01-69,{"logprob":-19.426,"Id":1601067216}
20170810034636-001-01-72,CREATE,CITED_BY,20170810034636-001-01-71,{"logprob":-19.428,"Id":2026388869}
20170810034636-001-01-74,CREATE,CITED_BY,20170810034636-001-01-73,{"logprob":-19.428,"Id":2131543356}
20170810034636-001-01-76,CREATE,CITED_BY,20170810034636-001-01-75,{"logprob":-19.432,"Id":1998210776}
20170810034636-001-01-78,CREATE,CITED_BY,20170810034636-001-01-77,{"logprob":-19.433,"Id":2005318605}
20170810034636-001-01-80,CREATE,CITED_BY,20170810034636-001-01-79,{"logprob":-19.439,"Id":2134434561}
20170810034636-001-01-82,CREATE,CITED_BY,20170810034636-001-01-81,{"logprob":-19.441,"Id":1987035533}
20170810034636-001-01-84,CREATE,CITED_BY,20170810034636-001-01-83,{"logprob":-19.448,"Id":2081579241}
20170810034636-001-01-86,CREATE,CITED_BY,20170810034636-001-01-85,{"logprob":-19.450,"Id":1965893058}
20170810034636-001-01-88,CREATE,CITED_BY,20170810034636-001-01-87,{"logprob":-19.450,"Id":2106916261}
20170810034636-001-01-90,CREATE,CITED_BY,20170810034636-001-01-89,{"logprob":-19.451,"Id":2042546973}
20170810034636-001-01-92,CREATE,CITED_BY,20170810034636-001-01-91,{"logprob":-19.453,"Id":2107145247}
20170810034636-001-01-94,CREATE,CITED_BY,20170810034636-001-01-93,{"logprob":-19.466,"Id":1976181612}
20170810034636-001-01-96,CREATE,CITED_BY,20170810034636-001-01-95,{"logprob":-19.468,"Id":1565169809}
20170810034636-001-01-98,CREATE,CITED_BY,20170810034636-001-01-97,{"logprob":-19.472,"Id":2095748364}
20170810034636-001-01-1,CREATE,CITED_BY,20170810034636-001-01-0,{"logprob":-19.475,"Id":1974322070}
20170810034636-001-01-3,CREATE,CITED_BY,20170810034636-001-01-2,{"logprob":-19.476,"Id":1984890936}
20170810034636-001-01-5,CREATE,CITED_BY,20170810034636-001-01-4,{"logprob":-19.477,"Id":2072148186}
20170810034636-001-01-7,CREATE,CITED_BY,20170810034636-001-01-6,{"logprob":-19.479,"Id":2022843938}
20170810034636-001-01-9,CREATE,CITED_BY,20170810034636-001-01-8,{"logprob":-19.489,"Id":1502146605}
20170810034636-001-01-11,CREATE,CITED_BY,20170810034636-001-01-10,{"logprob":-19.490,"Id":204909595}
20170810034636-001-01-13,CREATE,CITED_BY,20170810034636-001-01-12,{"logprob":-19.493,"Id":109709251}
20170810034636-001-01-15,CREATE,CITED_BY,20170810034636-001-01-14,{"logprob":-19.500,"Id":2022954591}
20170810034636-001-01-17,CREATE,CITED_BY,20170810034636-001-01-16,{"logprob":-19.500,"Id":2034262006}
20170810034636-001-01-19,CREATE,CITED_BY,20170810034636-001-01-18,{"logprob":-19.501,"Id":2130622824}
20170810034636-001-01-21,CREATE,CITED_BY,20170810034636-001-01-20,{"logprob":-19.506,"Id":1558805549}
20170810034636-001-01-23,CREATE,CITED_BY,20170810034636-001-01-22,{"logprob":-19.508,"Id":1984216984}
20170810034636-001-01-25,CREATE,CITED_BY,20170810034636-001-01-24,{"logprob":-19.511,"Id":2005471433}
20170810034636-001-01-27,CREATE,CITED_BY,20170810034636-001-01-26,{"logprob":-19.512,"Id":2143180374}
20170810034636-001-01-29,CREATE,CITED_BY,20170810034636-001-01-28,{"logprob":-19.515,"Id":73246605}
20170810034636-001-01-31,CREATE,CITED_BY,20170810034636-001-01-30,{"logprob":-19.517,"Id":2083125010}
20170810034636-001-01-33,CREATE,CITED_BY,20170810034636-001-01-32,{"logprob":-19.520,"Id":2163344730}
20170810034636-001-01-35,CREATE,CITED_BY,20170810034636-001-01-34,{"logprob":-19.522,"Id":1989910224}
20170810034636-001-01-37,CREATE,CITED_BY,20170810034636-001-01-36,{"logprob":-19.524,"Id":1973828007}
20170810034636-001-01-39,CREATE,CITED_BY,20170810034636-001-01-38,{"logprob":-19.529,"Id":2068026167}
20170810034636-001-01-41,CREATE,CITED_BY,20170810034636-001-01-40,{"logprob":-19.536,"Id":230481419}
20170810034636-001-01-43,CREATE,CITED_BY,20170810034636-001-01-42,{"logprob":-19.536,"Id":2065916174}
20170810034636-001-01-45,CREATE,CITED_BY,20170810034636-001-01-44,{"logprob":-19.541,"Id":140839130}
20170810034636-001-01-47,CREATE,CITED_BY,20170810034636-001-01-46,{"logprob":-19.541,"Id":97020111}
20170810034636-001-01-49,CREATE,CITED_BY,20170810034636-001-01-48,{"logprob":-19.549,"Id":1964111545}
20170810034636-001-01-51,CREATE,CITED_BY,20170810034636-001-01-50,{"logprob":-19.550,"Id":2033229728}
20170810034636-001-01-53,CREATE,CITED_BY,20170810034636-001-01-52,{"logprob":-19.552,"Id":1980590442}
20170810034636-001-01-55,CREATE,CITED_BY,20170810034636-001-01-54,{"logprob":-19.563,"Id":2055686117}
20170810034636-001-01-57,CREATE,CITED_BY,20170810034636-001-01-56,{"logprob":-19.566,"Id":2103920867}
20170810034636-001-01-59,CREATE,CITED_BY,20170810034636-001-01-58,{"logprob":-19.568,"Id":1825250667}
20170810034636-001-01-61,CREATE,CITED_BY,20170810034636-001-01-60,{"logprob":-19.569,"Id":1978267236}
20170810034636-001-01-63,CREATE,CITED_BY,20170810034636-001-01-62,{"logprob":-19.574,"Id":2168502142}
20170810034636-001-01-65,CREATE,CITED_BY,20170810034636-001-01-64,{"logprob":-19.578,"Id":2123976282}
20170810034636-001-01-67,CREATE,CITED_BY,20170810034636-001-01-66,{"logprob":-19.579,"Id":2164636955}
20170810034636-001-01-69,CREATE,CITED_BY,20170810034636-001-01-68,{"logprob":-19.583,"Id":1536603646}
20170810034636-001-01-71,CREATE,CITED_BY,20170810034636-001-01-70,{"logprob":-19.584,"Id":2001866361}
20170810034636-001-01-73,CREATE,CITED_BY,20170810034636-001-01-72,{"logprob":-19.587,"Id":2016465393}
20170810034636-001-01-75,CREATE,CITED_BY,20170810034636-001-01-74,{"logprob":-19.602,"Id":2099525917}
20170810034636-001-01-77,CREATE,CITED_BY,20170810034636-001-01-76,{"logprob":-19.604,"Id":1573833643}
20170810034636-001-01-79,CREATE,CITED_BY,20170810034636-001-01-78,{"logprob":-19.607,"Id":2291106807}
20170810034636-001-01-81,CREATE,CITED_BY,20170810034636-001-01-80,{"logprob":-19.607,"Id":2160047456}
20170810034636-001-01-83,CREATE,CITED_BY,20170810034636-001-01-82,{"logprob":-19.614,"Id":2088627600}
